"P.DATA","CanalDensCat","CanalDensWs","ElevCat","ElevWs","PctOw2019Cat","PctUrbOp2019Cat","PctUrbLo2019Cat","PctUrbMd2019Cat","PctUrbHi2019Cat","PctBl2019Cat","PctDecid2019Cat","PctConif2019Cat","PctMxFst2019Cat","PctShrb2019Cat","PctGrs2019Cat","PctHay2019Cat","PctCrop2019Cat","PctWdWet2019Cat","PctHbWet2019Cat","PctOw2019Ws","PctUrbOp2019Ws","PctUrbLo2019Ws","PctUrbMd2019Ws","PctUrbHi2019Ws","PctBl2019Ws","PctDecid2019Ws","PctConif2019Ws","PctMxFst2019Ws","PctShrb2019Ws","PctGrs2019Ws","PctHay2019Ws","PctCrop2019Ws","PctWdWet2019Ws","PctHbWet2019Ws","PctOw2019CatRp100","PctUrbOp2019CatRp100","PctUrbLo2019CatRp100","PctUrbMd2019CatRp100","PctUrbHi2019CatRp100","PctBl2019CatRp100","PctDecid2019CatRp100","PctConif2019CatRp100","PctMxFst2019CatRp100","PctShrb2019CatRp100","PctGrs2019CatRp100","PctHay2019CatRp100","PctCrop2019CatRp100","PctWdWet2019CatRp100","PctHbWet2019CatRp100","PctOw2019WsRp100","PctUrbOp2019WsRp100","PctUrbLo2019WsRp100","PctUrbMd2019WsRp100","PctUrbHi2019WsRp100","PctBl2019WsRp100","PctDecid2019WsRp100","PctConif2019WsRp100","PctMxFst2019WsRp100","PctShrb2019WsRp100","PctGrs2019WsRp100","PctHay2019WsRp100","PctCrop2019WsRp100","PctWdWet2019WsRp100","PctHbWet2019WsRp100","PctAg2006Slp10Cat","PctAg2006Slp10Ws","PctAg2006Slp20Cat","PctAg2006Slp20Ws","PctImp2006Cat","PctImp2006Ws","PctImp2008Cat","PctImp2008Ws","PctImp2011Cat","PctImp2011Ws","PctImp2001Cat","PctImp2001Ws","PctImp2013Cat","PctImp2013Ws","PctImp2019Cat","PctImp2019Ws","PctImp2016Cat","PctImp2016Ws","PctImp2004Cat","PctImp2004Ws","PctImp2008CatRp100","PctImp2008WsRp100","PctImp2019CatRp100","PctImp2019WsRp100","PctImp2006CatRp100","PctImp2006WsRp100","PctImp2011CatRp100","PctImp2011WsRp100","PctImp2001CatRp100","PctImp2001WsRp100","PctImp2004CatRp100","PctImp2004WsRp100","PctImp2013CatRp100","PctImp2013WsRp100","PctImp2016CatRp100","PctImp2016WsRp100","WtDepCat","WtDepWs","OmCat","OmWs","PermCat","PermWs","RckDepCat","RckDepWs","ClayCat","ClayWs","SandCat","SandWs","DamDensCat","DamNIDStorCat","DamNrmStorCat","DamDensWs","DamNIDStorWs","DamNrmStorWs","SuperfundDensCat","SuperfundDensWs","NPDESDensCat","NPDESDensWs","TRIDensCat","TRIDensWs","NPDESDensWsRp100","SuperfundDensWsRp100","TRIDensWsRp100","MineDensCat","MineDensWs","MineDensWsRp100","PctColluvSedCat","PctGlacTilClayCat","PctGlacTilLoamCat","PctGlacTilCrsCat","PctGlacLakeCrsCat","PctGlacLakeFineCat","PctHydricCat","PctAlluvCoastCat","PctColluvSedWs","PctGlacTilClayWs","PctGlacTilLoamWs","PctGlacTilCrsWs","PctGlacLakeCrsWs","PctGlacLakeFineWs","PctHydricWs","PctAlluvCoastWs","PctWaterWs","RdDensCat","RdDensWs","RdDensCatRp100","RdDensWsRp100","RdCrsCat","RdCrsSlpWtdCat","RdCrsWs","RdCrsSlpWtdWs","RunoffCat","RunoffWs","Pestic97Cat","Pestic97Ws","BFICat","BFIWs","SN_2008Cat","SN_2008Ws","NO3_2008Cat","NO3_2008Ws","InorgNWetDep_2008Cat","InorgNWetDep_2008Ws","NH4_2008Cat","NH4_2008Ws","AgKffactCat","AgKffactWs","KffactCat","KffactWs","Precip8110Cat","Tmax8110Cat","Tmean8110Cat","Tmin8110Cat","Precip8110Ws","Tmax8110Ws","Tmean8110Ws","Tmin8110Ws","NABD_DensCat","NABD_NIDStorCat","NABD_NrmStorCat","NABD_DensWs","NABD_NIDStorWs","NABD_NrmStorWs","Na2OCat","Na2OWs","Al2O3Cat","Al2O3Ws","CaOCat","CaOWs","Fe2O3Cat","Fe2O3Ws","SiO2Cat","SiO2Ws","MgOCat","MgOWs","SCat","SWs","P2O5Cat","P2O5Ws","K2OCat","K2OWs","NCat","NWs","HydrlCondCat","HydrlCondWs","CompStrgthCat","CompStrgthWs","CBNFCat","CBNFWs","FertCat","FertWs","ManureCat","ManureWs","MAST_2008","MAST_2009","MAST_2013","MAST_2014","MSST_2008","MSST_2009","MSST_2013","MSST_2014","MWST_2013","Phos_ManureCat","Phos_ManureWs","Phos_FertCat","Phos_FertWs","Phos_Crop_UptakeCat","Phos_Crop_UptakeWs","NsurpCat","NsurpWs","NANICat","NANIWs","Precip_Minus_EVTCat","Precip_Minus_EVTWs","RockNCat","RockNWs","SepticCat","SepticWs","WWTPMajorDensCat","WWTPMajorDensWs","WWTPMinorDensCat","WWTPMinorDensWs","WWTPAllDensCat","WWTPAllDensWs","WaterInputCat","WaterInputWs","CatAreaSqKm","WsAreaSqKm","Tile_density"
0.035,0,0.0306,467.2354,528.5322,6.52,3.57,8.28,3.95,0.64,3.52,3.49,0,0.42,0,6.06,34.07,24.11,0.17,5.2,3.67,3.19,1.37,0.49,0.08,0.06,0.54,0,0.05,0,10.92,2.91,71.63,0.04,5.05,0,4.57,7.19,2.85,0.68,0,22.03,0,2.51,0,15.3,23.4,4,1.14,16.32,0.53,3.25,1.29,0.39,0.05,0.01,1.66,0,0.13,0,20.44,6.3,51.58,0.09,14.27,1.03,0.41,0.07,0.01,5.76,0.96,5.82,0.97,5.84,0.98,5.63,0.91,5.87,0.99,6.14,1.07,5.87,1.01,5.71,0.93,4.57,0.84,5.32,0.96,4.47,0.83,4.58,0.85,4.39,0.8,4.47,0.82,4.58,0.86,4.58,0.88,168.2949,139.3438,0.8066,1.2776,13.9613,3.1116,152.4,152.4,16.4516,25.1746,45.6934,25.7941,0,0,0,0.0083,8104.5718,234.7361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,99.76,0,0,0,0,0,97.87,0,2.13,0,0,0,0,3.5394,1.6326,4.991,1.6406,0.0113,9e-04,0.013,0.0021,112,111.3552,43.1578679119539,80.106811318328,34,33.4818,474.201,466.9496,6.5455,6.4717,4.9563,4.8786,4.487,4.4086,0.103,0.2125,0.2642,0.2892,689.871240396207,12.4185052639858,6.871150926617,-15.8662036724009,691.162130465639,12.1589052673536,6.5965566749431,-15.7665268434779,0,0,0,0.0067,1443.4209,234.7361,1.2475,1.7318,9.0641,13.3099,0.846,1.3983,21.3753,9.0733,45.7968,60.486,0.6915,1.2652,0.0332,0.0704,0.1152,0.1901,1.6812,2.5265,0.4291,0.1556,243.4724,5.0499,1.4441,0.658,18.9578,34.1165,21.6661,36.4476,2.3214,3.177,12.0395050354,12.0395050354,12.0234791966,12.0188671997,22.6183187778,20.6835249529,22.5367765896,21.4955093301,2.94262487476,127.804,214.3286,698.0049,997.106,823.1486,1432.5739,3179.25972812955,-5396.37989423145,-1211.55037033961,-490011.771669748,6.8486,8.332,240.0453,200.5218,1.172,1.044079,0,0,0,0,0,0,8.32892815868077e-07,0.0138586142610951,5.3154,599.0418,391531.629404401
0.071,0.0037,0.0993,308.1668,325.2569,0.78,2.37,0.89,0.41,0.04,0.21,0.22,0,0.06,0.3,0.89,4.7,70.75,13.33,5.03,1.98,2.94,1.21,0.62,0.12,0.05,0.47,0,0.02,0.01,0.65,0.56,87.18,1.81,2.37,0,0.81,0.54,0.07,0,0,0.34,0,0,0.61,2.5,5.01,27.4,60.76,1.96,0.23,2.34,1.1,0.34,0.04,0.05,0.28,0,0.02,0.02,1.99,0.93,74.74,9.5,8.41,1.32,0.12,0.09,0,0.6,0.87,0.62,0.89,0.64,0.91,0.57,0.84,0.7,0.94,0.79,1.08,0.71,0.97,0.59,0.85,0.26,0.65,0.32,0.76,0.26,0.64,0.26,0.66,0.25,0.61,0.26,0.63,0.26,0.67,0.29,0.69,93.5107,84.4281,3.0664,2.7999,2.1751,2.1876,152.4,152.4,32.0918,36.383,21.5149,18.6788,0,0,0,0.0025,20569.5772,7512.876,0,0,0,0,0,0.0062,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,51.68,0,0,48.32,0,0,0,1.0116,1.478,0.9622,1.3304,0.0037,0,0.0081,5e-04,202,199.5279,122.027584552355,134.856846642629,49,48.323,484.3475,480.144,7.1413,7.1482,4.9019,4.8385,4.2441,4.1604,0.2216,0.2321,0.2675,0.2671,797.650532134405,13.2294275920964,7.5887697592543,-15.6064302589864,814.239214774377,13.0542912886204,7.48887050381772,-15.5255871315755,0,0,0,0.0025,20569.5772,7512.876,0.9581,1.3602,11.9368,12.6869,9.472,5.3368,4.6137,6.7683,56.0993,58.508,3.1157,2.1727,0.6298,0.3433,0.2422,0.2163,2.186,2.3698,1.055,0.5907,0.0624,0.0454,0.4382,0.5424,42.9967,43.662,57.8801,64.3508,8.2686,4.1891,11.0554413747,11.1037895566,11.0579553687,11.0458785976,22.7090733863,21.4512642838,22.6736003794,22.3080677595,3.39561750777,632.5015,400.4602,717.4641,1426.605,1945.382,2246.1067,5792.21875905577,-625287.11632669,-1449.8780716232,-1316024.40015885,13.0019,15.5493,218.0133,244.7604,2.606,1.6808843,0,0,0,0.0037,0,0.0037,0.000371156371961292,0.0149755582929997,8.0622,801.2088,670865.145549943
0.019,0,0.1335,267.6913,312.2794,0.72,0.94,1.75,0.57,0.08,0.08,35.63,0,0.1,0.18,0.39,6.71,39.08,10.51,3.24,2.15,1.91,1.78,0.72,0.14,0.02,3.53,0,0.05,0.03,0.03,1.5,84.35,0.39,3.38,1.2,0.6,0.9,0.45,0.23,0.23,45.15,0,0.38,0.3,0.83,3.08,16.08,24.19,6.39,1,1.44,1.39,0.48,0.07,0.01,7.33,0,0.16,0.1,0.08,2.19,78.15,1.28,6.31,9.03,0.39,4.5,0.13,0.99,1.2,0.99,1.24,0.99,1.25,0.97,1.15,1.04,1.27,1.06,1.34,1.06,1.3,0.98,1.18,0.69,0.88,0.75,0.95,0.69,0.85,0.72,0.89,0.68,0.81,0.69,0.84,0.75,0.9,0.75,0.93,129.5484,83.889,1.1991,3.7609,14.0589,3.7632,152.4,152.4,16.7199,26.4532,46.1927,29.2069,0,0,0,0.0032,5141.0164,3250.1814,0,0,0,0,0,0.0016,0,0,0,0,0,0,0,0,3.02,0,72.59,0,0,24.39,0,0,90.19,0,9.14,0.49,0,0.17,0,1.2422,1.5165,1.1574,1.3468,0.0137,0.0011,0.0106,4e-04,153,152.6022,53.4086902731006,114.376652850021,48.4657,49.4059,448.1343,451.7208,6.7931,6.6811,4.5126,4.5924,3.8436,3.9789,0.1224,0.2055,0.2379,0.2398,785.876851445585,12.9827841093018,7.44876974250513,-15.7991169839425,762.125414062643,12.6395465594745,7.09254358136654,-16.2726017151051,0,0,0,0.0016,98.7897,98.7897,1.2903,1.6935,9.5369,12.9949,0.8508,1.3882,19.4384,9.95,48.5969,59.4057,0.7445,1.2303,0.0337,0.0698,0.1196,0.1848,1.7946,2.4637,0.3874,0.1789,220.1058,22.4498,1.354,0.7145,24.1852,39.117,40.6517,66.2532,7.2041,9.3575,10.6360990162,10.6602367697,10.6355970257,10.598956673,22.1788503214,20.8517930779,22.3469814326,22.0221845948,2.92219851251,446.5405,598.0814,945.841,1549.1694,1202.2161,2034.3544,6298.37997306737,906381.107872939,3293.64268490707,442873.468608083,13,11.0064,241.8593,238.806,1.627,1.8416403,0,0,0,0.0016,0,0.0016,8.8847149361333e-06,0.00226328171344542,4.383,624.2958,633610.978849666
0.153,0,0,306.4036,306.4036,0.29,2.31,1.31,0.59,0.19,0.12,2.02,0,0,0,0.55,1.86,89.12,0.63,1.02,0.29,2.31,1.31,0.59,0.19,0.12,2.02,0,0,0,0.55,1.86,89.12,0.63,1.02,0,0.6,0.77,0.6,0.09,0,3.93,0,0,0,4.19,0.34,80.24,8.98,0.26,0,0.6,0.77,0.6,0.09,0,3.93,0,0,0,4.19,0.34,80.24,8.98,0.26,0.09,0.09,0,0,0.86,0.86,0.88,0.88,0.89,0.89,0.85,0.85,0.93,0.93,1.1,1.1,0.96,0.96,0.85,0.85,0.48,0.48,0.7,0.7,0.43,0.43,0.51,0.51,0.41,0.41,0.43,0.43,0.55,0.55,0.55,0.55,79.8984,79.8984,2.229,2.229,1.8975,1.8975,152.4,152.4,36.615,36.615,14.6007,14.6007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.62,0,0,2.38,0,0,0,0,97.62,0,0,2.38,0,0,0,1.0529,1.0529,0.6443,0.6443,0.0014,1e-04,0.0014,1e-04,202,202,133.27987740715,133.27987740715,50.0272,50.0272,478.5034,478.5034,7.1138,7.1138,4.8277,4.8277,4.1564,4.1564,0.253,0.253,0.2809,0.2809,800.024790782431,13.0110975498264,7.43961498545455,-15.6390277010827,800.024790782431,13.0110975498264,7.43961498545455,-15.6390277010827,0,0,0,0,0,0,1.7184,1.7184,13.3552,13.3552,1.6527,1.6527,8.6878,8.6878,60.6539,60.6539,1.3326,1.3326,0.088,0.088,0.1932,0.1932,2.5335,2.5335,0.1771,0.1771,0.0302,0.0302,0.6353,0.6353,46.7394,46.7394,62.9185,62.9185,8.9884,8.9884,12.5467894799,12.548218836,12.5481166591,12.5535656069,21.5789245979,19.2277873952,21.6384073194,21.20672585,5.33162432856,701.2661,701.2661,795.4656,795.4656,2156.8808,2156.8808,13391.4315642063,13391.4315642063,-6466.89620937675,-6466.89620937675,16.8742,16.8742,243.3738,243.3738,2.606,2.606,0,0,0,0,0,0,0.00110618067364449,0.00110618067364449,22.0275,22.0275,705265.820312534
0.011,0,0.1092,382.5425,436.6953,3.62,3.5,1.32,0.21,0.03,0.01,13.98,0.45,3.56,0.21,0.51,9.16,0,53.57,9.87,3.46,1.9,1.04,0.68,0.21,1.8,12.17,3.78,12.69,2.49,1.2,1.72,0.08,53.14,3.64,5.98,9.45,3.84,0.63,0.19,0.06,15.3,0.38,10.08,0,0.44,8.94,0,40.74,3.97,1.17,2.5,1.18,0.58,0.16,1.33,11.13,2.92,14.08,1.41,0.74,2.02,0.11,54.92,5.75,0,0.03,0,0,0.76,0.95,0.76,0.96,0.77,0.99,0.71,0.91,0.78,1.01,0.8,1.07,0.79,1.04,0.73,0.92,2.21,0.94,2.34,1.04,2.21,0.93,2.24,0.97,2.03,0.88,2.15,0.9,2.24,0.98,2.34,1.02,66.7257,74.8844,3.6554,22.2736,5.8168,9.6994,152.4,146.4797,18.7285,16.8445,36.2898,43.3896,0,0,0,0.0052,92212.0498,66254.4779,0,0.002,0,8e-04,0,0.0064,0.002,0.002,0.0118,0,6e-04,0,0,99.35,0,0,0,0,0.65,0,0,40.68,12.09,16.51,10.19,4.81,15.72,0,0,1.2699,1.0551,1.6163,1.1726,0.0023,0,0.0055,6e-04,272,271.8382,0.929951527469677,0.314335474762606,48,50.2317,390.3015,406.1676,6.2906,6.61,3.7972,3.875,3.0669,3.074,0.0517,0.0074,0.2797,0.1689,707.250296136858,10.4803818946224,4.32531444469607,-20.3701810935287,721.342874850547,9.85325253570812,3.58720916871592,-20.9238990370895,0,0,0,0.0026,52761.2281,44788.2144,1.0406,1.4345,16.5663,13.6653,0.6305,3.9724,11.53,9.5379,52.8087,56.3638,1.4274,2.6382,0.0411,0.3314,0.1859,0.3238,3.0529,1.9691,0.1529,0.2578,0.0271,12.0433,0.6248,78.2324,3.2068,0.5789,1.6034,0.2904,0.1782,0.0322,10.6411855483,10.6290712243,10.6411855483,10.6022034402,18.4747528209,17.8733854612,18.7827127468,18.4802625148,1.34879488472,8.8317,1.6546,27.939,5.2014,149.9352,27.9721,6613.63321167897,3172237.14342569,3365.54478524625,2005999.28228087,16,17.4712,13.0544,24.1532,1.682,1.6528418,0,8e-04,0,0.0034,0,0.0042,7.12708079096315e-05,0.00490959172603424,12.8367,4978.6218,138.129017467114
0.046,0,0.0417,272.0604,373.333,2.49,4.16,5.59,6.92,1.67,0.43,8.38,0,0.21,0,2.16,11.26,34.46,9.81,12.48,3.92,2.89,1.09,0.53,0.13,0.12,2.12,0.03,0.28,0.02,4.5,7,70.04,0.36,6.98,5.82,5.14,2.05,3.08,1.71,2.74,1.03,0,2.4,0,0,0,6.85,32.19,36.99,0.76,2.72,1.01,0.39,0.06,0.08,4.05,0.02,0.54,0.03,6.98,11.27,55.9,1.23,14.97,4.83,0.97,0.79,0.07,7.62,0.89,7.66,0.9,7.8,0.92,7.33,0.84,7.97,0.93,8.15,1.01,8.11,0.96,7.54,0.87,3.55,0.74,4.37,0.82,3.55,0.73,3.99,0.75,3.38,0.7,3.38,0.71,3.99,0.76,4.37,0.78,117.7558,122.8179,2.5824,1.7353,3.9258,4.992,149.2122,152.1752,25.8907,25.0672,22.7667,28.5739,0,0,0,0.0054,45046.372,21827.5492,0,1e-04,0,3e-04,0,0.0029,0,0,0.0015,0.3373,9e-04,0,0,0,0,0,26.99,0,0,73.01,0,0,77.31,0,20.03,0.47,0,2.1,0.09,3.211,1.4335,4.2862,1.357,0.0101,0,0.0111,0.0017,140.1202,78.933,65.4529697635094,93.999549959691,43.0947,39.853,469.3882,450.477,6.5074,6.491,4.8901,4.6504,4.4126,4.1087,0.1228,0.2016,0.2654,0.2657,720.534561074681,13.0235763453248,7.27230985148755,-15.906891100759,660.157162939045,12.2391799788584,6.50513541861362,-17.0933149017013,0,0,0,0.004,49124.7206,22099.2926,1.3964,1.4705,10.7199,12.0278,0.8573,1.7656,14.5347,13.4314,55.7206,53.7958,0.8761,1.1119,0.0345,0.0654,0.1304,0.1668,2.0803,2.2469,0.2821,0.25,161.9445,52.051,1.1284,4.2951,20.4608,29.6445,39,46.4195,4.8734,4.4523,12.1856092147,12.1942351588,12.1717469679,12.1631368667,22.2348868311,21.1186164528,22.2244894619,21.9256737545,2.67363061172,340.887,309.8127,868.5659,1338.9979,1192.2562,1543.9133,5023.16496721244,16495049.0577546,2778.88355450691,2297147.5218468,6.1372,4.2294,27.1472,177.1256,1.1018852,1.2389981,0,2e-04,0,0.0028,0,0.003,8.70614740623082e-06,6.13462415798287,2.9646,23008.878,291544.639456159
0.043,9e-04,0.1157,258.2639,329.5859,0.2,3.34,1.46,0.52,0.07,0,1.18,0.49,0,0,0,0.01,84.36,8.24,0.13,0.1,2.34,1.19,0.25,0.02,0,6.59,0.06,0.21,0.05,0.12,5.72,51.93,7.43,23.98,0.27,3.26,1.19,0.34,0.04,0.01,3.27,0.2,0,0,0,0.03,62.72,28.34,0.33,0.04,3.7,2.31,0.55,0.03,0,6.53,0.08,0.26,0.05,0.36,4.21,48.18,17,16.7,0,0.02,0,0,0.93,0.66,0.95,0.66,0.97,0.67,0.83,0.63,0.99,0.69,1.09,0.73,1.04,0.71,0.89,0.64,0.79,1.26,0.89,1.39,0.77,1.25,0.8,1.28,0.69,1.21,0.75,1.23,0.8,1.34,0.81,1.37,63.0238,84.9404,1.3103,3.3264,2.9583,15.0718,152.4,152.4,36.9386,16.9658,13.8034,49.7177,0.0311,4798.6518,1919.4607,0.0031,335.3706,97.7366,0,0,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,10.99,89.01,0,0,0,47.82,5.09,0,28.82,4.44,8.6,5.24,0,1.6348,1.3756,1.691,1.393,0.0121,2e-04,0.0081,3e-04,65.2481,64.9873,88.9590786333716,68.8543750874403,24.9592,30.1945,353.112,367.4356,5.348,5.645,3.5678,3.675,3.045,3.0969,0.2557,0.1534,0.3069,0.216,549.983254499874,10.2738334806308,4.27931498554662,-21.8843305298731,580.66464901724,9.87170127605645,3.93468456459444,-21.954757741423,0,0,0,0.0016,95.8202,1.9164,0.9951,1.1129,11.5606,13.4993,8.3537,1.78,6.797,13.7261,54.7508,51.5709,2.801,1.3122,0.5525,0.2499,0.2256,0.3162,2.1199,2.445,0.9741,0.4,31.8231,78.271,0.5692,0.8371,14.9159,12.2467,32.3178,26.5346,0,0,12.0614497138,12.06168299,12.066623712,12.066623712,21.6393239036,20.930095374,21.6431837329,21.6717067554,1.52005687202589,24.3967,19.9787,1037.8199,849.8813,944.2514,773.2571,-1773.10945942687,27879.4218725702,-14746.2607484578,-216863.045904246,-0.4045,3.5975,89.107,53.7738,0.531,0.531,0,0,0,0.0016,0,0.0016,0.000590767435447572,0.00919304360586538,32.1309,643.6431,43664.2055915672
0.014,0,0.0734,241.0204,331.6311,37.61,7.76,6.57,4.18,1.19,1.79,12.54,0,0,0,5.37,0,0,4.78,18.21,2.01,3.05,1.4,0.88,0.2,0.06,1.59,0.01,0.07,0.01,0.93,1.36,83.44,2.26,2.74,12.95,5.76,12.23,10.07,2.88,3.6,15.83,0,0,0,9.35,0,0,8.63,18.71,0.74,2.52,1.35,0.69,0.11,0.04,3.75,0.01,0.12,0.03,2.39,2.65,65.13,13.09,7.39,0,0.64,0,0.05,4.98,1.15,4.98,1.18,5.04,1.22,4.72,1.06,5.04,1.26,5.95,1.4,5.04,1.29,4.72,1.08,10.71,0.99,12.98,1.15,10.71,0.96,10.86,1.02,10.09,0.87,10.09,0.89,10.86,1.05,10.86,1.07,116.12,94.8936,1.93,2.9245,4.02,2.8494,152.4,152.4,26.17,32.0364,28.92,23.4724,0,0,0,0.0038,22318.0866,11256.5003,0,0,0,3e-04,0,0.0038,0,0,0.003,0,7e-04,0,0,0,0,0,0,0.9,0,99.1,0,0,75.98,0,0.03,23.88,0,0.12,0,2.9718,1.5091,3.116,1.419,0.199,0.0212,0.008,6e-04,202,201.5397,18.5821139577612,128.148405338954,47,49.241,479.0112,476.7481,7.1082,7.1795,4.8537,4.7877,4.1916,4.0858,0,0.2182,0.26,0.2589,790.798489241791,13.4458838932537,7.78508776337313,-15.6999998092537,818.26034043291,12.8875591124458,7.3728860452198,-15.5787689807816,0,0,0,0.0031,21784.8637,11007.0619,1.4677,1.5532,11.5089,13.0431,0.8644,3.3486,11.2928,7.8118,60.4131,59.6571,0.9644,1.719,0.0352,0.2052,0.1377,0.2037,2.2698,2.4574,0.2124,0.3673,123.0001,0.2679,0.978,0.6072,0,43.4917,0,60.8316,0,7.4331,10.67399239,10.6781606957,10.6762603977,10.6580891124,22.0042023068,20.9714871286,22.3415115983,21.7697469928,2.84552664414,0,486.303,0,1246.5809,0,2115.2259,642.634787807365,518423.128620148,442.317013947,-1936838.42897548,14,17.602,296.6564,248.9275,2.606,2.0933078,0,3e-04,0,0.0049,0,0.0052,0,0.074482247238765,0.3015,2873.061,642265.989751829
0.003,0,0,484.2452,546.4668,2.54,1.75,0.82,0.33,0.07,0.12,10.02,20.64,32.51,1.3,0.07,0,0,29.46,0.37,4.32,0.89,0.23,0.12,0.03,0.03,2.72,18.75,15.01,1.53,0.43,0,0,54.98,0.97,3.31,3.87,1.22,0.66,0.11,0,6.19,28.29,26.08,0.77,0,0,0,29.39,0.11,0.89,0.92,0.31,0.18,0.04,0.02,1.33,17.95,8.92,0.53,0.17,0,0,67.23,1.51,0,0,0,0,0.53,0.14,0.54,0.14,0.54,0.15,0.49,0.12,0.54,0.15,0.63,0.21,0.62,0.21,0.5,0.13,0.91,0.2,1.02,0.28,0.86,0.19,0.91,0.21,0.65,0.17,0.7,0.18,0.91,0.22,1.02,0.28,92.096,87.7844,12.7324,22.6441,16.5001,18.4454,151.7094,152.1208,6.2488,7.4566,61.6872,60.9857,0,0,0,0.0018,9933.3345,8632.8077,0,0,0,0,0,0,0,0,0,0.1317,0.0018,0,0,0,0,100,0,0,0,0,0,0,37.99,25.65,16.9,0,19.45,0,0,1.2778,0.5929,1.3783,0.7446,0.004,9e-04,0.002,2e-04,305,304.0057,0.0229394405640782,0.0148893623518636,50.075,51.3298,454.1566,495.4474,7.3894,8.0017,4.1805,4.4966,3.241,3.4703,0,0,0.1848,0.1544,737.386612120925,9.3596517636396,3.23026666980439,-20.4136454074689,752.218911328107,9.24038061461415,3.1622320089504,-20.2651172500524,0,0,0,0.0018,9933.3345,8632.8077,2.1789,2.6025,17.1712,17.4054,9.7627,8.4318,9.3645,7.6049,46.9618,52.1315,8.035,5.7726,0.0471,0.0429,0.095,0.105,0.305,1.0827,0.0052,0.0051,0.7037,0.5836,224.0067,204.8388,0,7e-04,0,2e-04,0,0,10.2260022653843,10.1948944997,10.1760682612726,10.1638206330137,17.5938305536,16.9146363087,17.7455242446,17.2955710964,1.536462023548,0,1e-04,0,0.0013,0,0.0263,4539.12924837882,355769.899885583,2684.00178923443,205820.158577492,17,19.9889,10.8904,11.3086,0.504,0.504,0,0,0,0,0,0,0,6.48321110591277e-07,7.5915,550.0989,0
0.021,0.52,0.8982,356.3187,366.5868,0,1.82,0.87,0.26,0.01,0,1.61,0,0.02,0,0.03,0.45,71.69,8.15,15.08,0.13,1.52,0.6,0.26,0.02,0.02,0.7,0.12,0.05,0.05,0.33,2.43,33.23,29.47,31.08,0,1.76,0.83,0.37,0.09,0,1.3,0,0.28,0,0,0.83,71.48,9.91,13.15,0.02,1.45,0.9,0.3,0.11,0,6.23,0,1.18,0.04,0.02,1.02,51.2,24.24,13.29,0,0,0,0,0.5,0.43,0.51,0.44,0.54,0.44,0.45,0.41,0.58,0.46,0.6,0.48,0.59,0.47,0.45,0.42,0.57,0.68,0.73,0.71,0.52,0.67,0.64,0.69,0.51,0.63,0.52,0.67,0.73,0.71,0.73,0.71,56.1443,52.7184,7.9279,9.4528,5.8188,10.6305,152.4,152.4,21.0067,17.5901,36.2401,47.5109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.98,0,0,0,0.02,0,0,0,58.12,0,8.39,0,33.48,0,0,1.2451,0.8171,1.3371,1.3332,0.0131,1e-04,0.0108,1e-04,78,78.0093,72.6018760692379,23.4284954263505,35.6228,36.5088,371.1722,377.1636,5.7864,5.9136,3.6888,3.739,3.0736,3.1013,0.131,0.0832,0.19,0.1547,606.701720163572,9.65483466873932,3.66490317665182,-21.9973503526034,609.206031862553,9.73746071508591,3.71085885395991,-22.0082710316256,0,0,0,0,0,0,1.742,1.2871,13.3993,13.1945,1.4099,3.7159,8.8143,9.8182,60.7953,56.2419,1.2773,1.5223,0.0712,0.8001,0.1917,0.791,2.5443,2.245,0.1498,0.6729,0.0292,20.6786,0.6415,0.5414,12.3443,8.7509,26.7461,11.1746,0,0.8985,13.9535866376,13.9631008567,13.9535866376,13.9535866376,20.4718636795,20.0033204553,20.5304113542,20.4971818588,1.77013533230058,20.1307,43.3659,856.3482,349.3722,779.1409,371.4996,590.087992700748,130999.201452589,-10190.2366578935,-22665.0228373033,7.8516,7.1304,18.6368,19.3678,0.531,0.9741987,0,0,0,0,0,0,0.000437641342319607,0.0308399534726519,32.1327,481.284,16237.4034568269
